Index,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,Helper Col : Max_power,Max_power helper (Median)
7686,2012 Hyundai i20 1.2 Sportz Option,₹ 3.45 Lakh,Sept 2012,1197 cc,Third Party insurance,Manual,"88,000 Kms",First Owner,Petrol,80 PS at 5200 rpm,5,17 kmpl,Hatchback,Pune,0,
7687,2017 Mercedes-Benz GLE 250d,₹ 35 Lakh,Jul 2017,2143 cc,Third Party,Automatic,"1,00,000 Kms",First Owner,Diesel,201.15bhp,5,17.9 kmpl,SUV,Pune,15,
7688,2013 Hyundai i10 Magna 1.1L,₹ 2.65 Lakh,Apr 2013,1086 cc,Third Party insurance,Manual,"83,000 Kms",Second Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Pune,5,
7689,2012 Hyundai i20 Asta,₹ 3.10 Lakh,Apr 2012,1197 cc,Comprehensive,Manual,"57,000 Kms",Second Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Pune,80,
7690,2016 Maruti Baleno 1.2 Delta,₹ 5.65 Lakh,Feb 2016,1197 cc,Comprehensive,Manual,"14,395 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Pune,10,
7691,2015 Honda Brio VX,₹ 4.25 Lakh,Oct 2015,1198 cc,Comprehensive,Manual,"29,500 Kms",First Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Pune,80,
7692,2013 Volkswagen Vento Diesel Highline,₹ 3.50 Lakh,Jul 2013,1598 cc,Comprehensive,Manual,"77,000 Kms",First Owner,Diesel,103.6bhp,5,20.54 kmpl,Sedan,Pune,60,
7693,2015 Mahindra XUV500 W8 2WD,₹ 7 Lakh,Apr 2015,2179 cc,Comprehensive,Manual,"92,000 Kms",First Owner,Diesel,140bhp,7,16 kmpl,SUV,Pune,0,
7694,2014 Volkswagen Vento 1.6 Highline,₹ 3.50 Lakh,Jul 2014,1598 cc,Comprehensive,Manual,"40,000 Kms",First Owner,Petrol,103.2bhp,5,15.04 kmpl,Sedan,Pune,20,
7695,2013 Renault Duster 110PS Diesel RxZ,₹ 4.30 Lakh,Sept 2013,1461 cc,Comprehensive,Manual,"72,000 Kms",First Owner,Diesel,108.45bhp,5,19.01 kmpl,SUV,Pune,45,
7696,2011 Skoda Superb Elegance 2.0 TDI CR AT,₹ 4.80 Lakh,Jul 2011,1968 cc,Comprehensive,Automatic,"62,000 Kms",Second Owner,Diesel,138.1bhp,5,17.2 kmpl,Sedan,Pune,10,
7697,2012 Volkswagen Passat Diesel Comfortline 2.0 TDI,₹ 5.30 Lakh,Oct 2012,1968 cc,Comprehensive,Manual,"1,10,000 Kms",Second Owner,Diesel,167.7bhp,5,18.33 kmpl,Sedan,Pune,70,
7698,2010 Honda New Accord 2.4 Elegance A/T,₹ 3 Lakh,Aug 2010,2354 cc,Comprehensive,Automatic,"91,000 Kms",First Owner,Petrol,180,5,10.2 kmpl,Sedan,Pune,180,
7699,2016 Honda Brio S MT,₹ 3.87 Lakh,Apr 2016,1198 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Pune,80,
7700,2018 Skoda Rapid 1.5 TDI AT Style BSIV,₹ 8.95 Lakh,Apr 2018,1498 cc,Third Party insurance,Automatic,"75,000 Kms",First Owner,Diesel,108.6bhp,5,21.72 kmpl,Sedan,Pune,60,
7701,2017 Skoda Kodiaq 2.0 TDI Style,₹ 23.95 Lakh,Jan 2018,1968 cc,Third Party insurance,Automatic,"95,000 Kms",First Owner,Diesel,148bhp,7,16.25 kmpl,SUV,Pune,0,
7702,2017 Skoda Octavia Ambition Plus 2.0 TDI AT,₹ 12.95 Lakh,Jan 2018,1968 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,141bhp,5,19.3 kmpl,Sedan,Pune,0,
7703,2017 Jeep Compass 2.0 Limited Option,₹ 11.95 Lakh,Apr 2017,1956 cc,Third Party insurance,Manual,"87,000 Kms",First Owner,Diesel,170bhp,5,17.1 kmpl,SUV,Pune,0,
7704,2021 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,₹ 16.95 Lakh,Jul 2021,2184 cc,Comprehensive,Automatic,"14,000 Kms",First Owner,Diesel,130bhp,4,,SUV,Pune,0,
7705,2018 Maruti Baleno Zeta Diesel,₹ 7.35 Lakh,Mar 2018,1248 cc,Comprehensive,Manual,"66,388 Kms",First Owner,Diesel,74bhp,5,27.39 kmpl,Hatchback,Pune,0,
7706,2015 Honda City i VTEC VX,₹ 7.25 Lakh,Jan 2016,1497 cc,Third Party insurance,Manual,"48,572 Kms",First Owner,Petrol,117.3bhp,5,17.4 kmpl,Sedan,Pune,30,
7707,2010 Toyota Corolla Altis GL,₹ 3.10 Lakh,Apr 2010,1798 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Petrol,138.1bhp,5,14.53 kmpl,Sedan,Pune,10,
7708,2021 Tata New Safari XZ Plus 6 Str Adventure Edition BSVI,₹ 21 Lakh,2021,1956 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,167.67bhp,6,16.14 kmpl,SUV,Hyderabad,67,
7709,2022 Maruti S-Presso VXI Plus 2019-2022,₹ 5.37 Lakh,Mar 2023,998 cc,Comprehensive,Manual,"9,939 Kms",Second Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Hyderabad,71,
7710,2019 Maruti Celerio ZXI AMT,₹ 5.56 Lakh,Dec 2019,998 cc,Zero Dep,Automatic,"30,318 Kms",First Owner,Petrol,65.71bhp,5,26 kmpl,Hatchback,Hyderabad,71,
7711,2019 Volkswagen Ameo 1.0 MPI Comfortline,₹ 5.79 Lakh,Sept 2019,999 cc,Third Party insurance,Manual,"46,451 Kms",First Owner,Petrol,75bhp,5,19.44 kmpl,Sedan,Hyderabad,0,
7712,2013 Audi Q5 2.0 TDI,₹ 18 Lakh,2013,1968 cc,Third Party insurance,Automatic,"1,00,000 Kms",Second Owner,Diesel,174.3bhp,5,14.16 kmpl,SUV,Hyderabad,30,
7713,2021 Maruti Vitara Brezza VXI,₹ 8.31 Lakh,Mar 2021,1462 cc,Third Party insurance,Manual,"51,599 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Hyderabad,26,
7714,2017 Maruti Baleno 1.2 Zeta,₹ 6.58 Lakh,Jun 2017,1197 cc,Comprehensive,Manual,"78,031 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Hyderabad,10,
7715,2014 Maruti Wagon R Stingray VXI,₹ 4.14 Lakh,Jul 2014,998 cc,Third Party insurance,Manual,"56,367 Kms",Second Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Hyderabad,4,
7716,2022 MG Astor Smart BSVI,₹ 14.50 Lakh,Mar 2022,1498 cc,Third Party insurance,Manual,"2,500 Kms",First Owner,Petrol,108.49bhp,5,15.43 kmpl,SUV,Hyderabad,49,
7717,2010 Mahindra Scorpio SLE 7S BSIV,₹ 4.25 Lakh,2010,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,120bhp,7,12.05 kmpl,SUV,Hyderabad,0,
7718,2017 Renault Pulse RxL Optional,₹ 3.30 Lakh,2017,1461 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,63.1bhp,5,23.08 kmpl,Hatchback,Hyderabad,10,
7719,2019 Maruti Vitara Brezza ZDi Plus,₹ 10.45 Lakh,Jun 2019,1248 cc,Third Party insurance,Manual,"82,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Hyderabad,50,
7720,2016 Hyundai Xcent 1.1 CRDi S,₹ 4.45 Lakh,2016,1120 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,71bhp,5,24.4 kmpl,Sedan,Hyderabad,0,
7721,2012 Skoda Rapid 1.6 TDI Ambition,₹ 3.60 Lakh,2012,1598 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,103.5bhp,5,20.5 kmpl,Sedan,Hyderabad,50,
7722,2013 Hyundai Verna 1.6 SX,₹ 4.65 Lakh,2013,1582 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Diesel,126.32bhp,5,22.32 kmpl,Sedan,Hyderabad,32,
7723,2021 Honda City V MT,₹ 11.49 Lakh,Feb 2021,1498 cc,Third Party,Manual,"18,800 Kms",First Owner,Petrol,119.35bhp,5,18.6 kmpl,Sedan,Hyderabad,35,
7724,2017 Renault Pulse RxL Optional,₹ 2.50 Lakh,2017,1461 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,63.1bhp,5,23.08 kmpl,Hatchback,Hyderabad,10,
7725,2011 Hyundai i20 1.2 Magna,₹ 3.50 Lakh,2011,1197 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5,18.5 kmpl,Hatchback,Hyderabad,0,
7726,2021 Volkswagen Polo GT 1.0 TSI Matt Edition,₹ 8.80 Lakh,Dec 2021,999 cc,Not Available,Automatic,"28,618 Kms",First Owner,Petrol,108.62bhp,5,16.47 kmpl,Hatchback,Hyderabad,62,
7727,2018 Hyundai Elantra 1.6 SX Option AT,₹ 14.50 Lakh,2018,1582 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Diesel,126.2bhp,5,18.23 kmpl,Sedan,Hyderabad,20,
7728,2013 Maruti Swift Dzire VXI,₹ 4.52 Lakh,May 2013,1197 cc,Comprehensive,Manual,"67,473 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Hyderabad,50,
7729,2015 Maruti Celerio VXI,₹ 3.63 Lakh,Feb 2015,998 cc,Third Party insurance,Manual,"65,528 Kms",Second Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Hyderabad,71,
7730,2018 Jaguar XJ 3.0L Portfolio,₹ 63 Lakh,2018,2993 cc,Third Party insurance,Automatic,"60,000 Kms",Second Owner,Diesel,301.73bhp,5,14.47 kmpl,Sedan,Hyderabad,73,
7731,2011 Hyundai i10 Sportz AT,₹ 3.34 Lakh,Mar 2012,1197 cc,Third Party,Automatic,"61,609 Kms",Second Owner,Petrol,78.9bhp,5,16.95 kmpl,Hatchback,Hyderabad,90,
7732,2017 Maruti Alto 800 LXI,₹ 2.87 Lakh,Aug 2017,796 cc,Comprehensive,Manual,"76,580 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Hyderabad,33,
7733,2021 Maruti Vitara Brezza VXI,₹ 9.70 Lakh,Aug 2021,1462 cc,Third Party,Manual,"27,000 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Hyderabad,26,
7734,2012 Hyundai i10 Sportz,₹ 3.32 Lakh,Jan 2013,1197 cc,Third Party,Manual,"27,109 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Hyderabad,90,
7735,2012 Force One EX,₹ 3.50 Lakh,2012,2650 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Diesel,80.84bhp,7,17 kmpl,SUV,Hyderabad,84,
7736,1985 Maruti 800 DX,₹ 1.60 Lakh,,796 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Petrol,37bhp,4,16.1 kmpl,Hatchback,Hyderabad,0,
7737,2019 Maruti Baleno Alpha,₹ 8.90 Lakh,Jul 2020,1197 cc,Third Party insurance,Manual,"12,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Hyderabad,80,
7738,2014 Fiat Punto 1.3 Dynamic,₹ 2.95 Lakh,2014,1248 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,75bhp,5,20.3 kmpl,Hatchback,Hyderabad,0,
7739,2019 Hyundai i20 Petrol Spotz,₹ 6.60 Lakh,2019,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Hyderabad,86,
7740,2020 Maruti SX4 S Cross Zeta,₹ 7.50 Lakh,2020,1462 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,103.25bhp,5,18.55 kmpl,SUV,Hyderabad,25,
7741,2019 Jeep Compass 1.4 Limited Option,₹ 14.85 Lakh,2019,1368 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Petrol,160bhp,5,16 kmpl,SUV,Hyderabad,0,
7742,2019 Jeep Compass 1.4 Limited Option Black,₹ 14.85 Lakh,2019,1368 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Petrol,160bhp,5,16 kmpl,SUV,Hyderabad,0,
7743,2016 Maruti Ciaz ZDi Plus SHVS,₹ 5 Lakh,2016,1248 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,88.5bhp,5,28.09 kmpl,Sedan,Hyderabad,50,
7744,2017 Hyundai Creta 1.6 SX Automatic Diesel,₹ 11.50 Lakh,Jun 2017,1582 cc,Comprehensive,Automatic,"91,000 Kms",First Owner,Diesel,126.2bhp,5,17.6 kmpl,SUV,Hyderabad,20,
7745,2013 Honda City V MT,₹ 5.27 Lakh,Jul 2013,1497 cc,Comprehensive,Manual,"89,205 Kms",Second Owner,Petrol,116.3bhp,5,16.8 kmpl,Sedan,Hyderabad,30,
7746,2013 Volkswagen Vento Diesel Comfortline,₹ 3.83 Lakh,Dec 2013,1598 cc,Third Party insurance,Manual,"1,10,807 Kms",Second Owner,Diesel,103.6bhp,5,20.54 kmpl,Sedan,Hyderabad,60,
7747,2020 Renault KWID 1.0 RXT Opt,₹ 4.23 Lakh,Jul 2020,999 cc,Zero Dep,Manual,"60,894 Kms",First Owner,Petrol,67bhp,5,21.74 kmpl,Hatchback,Hyderabad,0,
7748,2021 Renault Triber RXT EASY-R AMT BSVI,₹ 6.94 Lakh,Nov 2021,999 cc,Zero Dep,Automatic,"18,023 Kms",First Owner,Petrol,71.01bhp,7,18.2 kmpl,MUV,Hyderabad,1,
7749,2018 Renault KWID 1.0 RXT,₹ 3.65 Lakh,May 2018,999 cc,Third Party insurance,Manual,"54,000 Kms",First Owner,Petrol,67bhp,5,23.01 kmpl,Hatchback,Hyderabad,0,
7750,2018 Maruti Vitara Brezza ZDi Plus AMT,₹ 9.66 Lakh,Sept 2018,1248 cc,Zero Dep,Automatic,"50,643 Kms",Second Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Hyderabad,50,
7751,2021 Nissan Magnite XE BSVI,₹ 5.97 Lakh,Aug 2021,999 cc,Third Party,Manual,"18,745 Kms",First Owner,Petrol,71.02bhp,5,18.75 kmpl,SUV,Hyderabad,2,
7752,2018 Maruti Swift VDI,₹ 5.74 Lakh,Apr 2018,1248 cc,Third Party insurance,Manual,"1,12,667 Kms",Second Owner,Diesel,74bhp,5,28.4 kmpl,Hatchback,Hyderabad,0,
7753,2019 Maruti Swift Dzire VXI 1.2,₹ 7.20 Lakh,Jul 2019,1197 cc,Third Party insurance,Manual,"69,000 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Hyderabad,80,
7754,2011 Tata Aria Pleasure 4x2,₹ 3 Lakh,2011,2179 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,138.1bhp,7,13.7 kmpl,MUV,Hyderabad,10,
7755,2018 Mahindra Scorpio S5 BSIV,₹ 9.60 Lakh,2018,2179 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,120bhp,7,16.36 kmpl,SUV,Hyderabad,0,
7756,2012 Hyundai Verna 1.6 CRDi EX AT,₹ 4.55 Lakh,2012,1582 cc,Third Party insurance,Automatic,"90,000 Kms",Third Owner,Diesel,126.3bhp,5,22.32 kmpl,Sedan,Hyderabad,30,
7757,2021 Tata Nexon EV Prime XZ Plus,₹ 15.90 Lakh,Aug 2021,0 cc,Third Party insurance,Automatic,"23,200 Kms",First Owner,Electric,127bhp,5,,SUV,Hyderabad,0,
7758,2022 Hyundai Venue SX BSVI,₹ 12 Lakh,2022,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,81.80bhp,5,,SUV,Hyderabad,80,
7759,2023 Hyundai Verna SX Opt Turbo,₹ 19 Lakh,2023,1482 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,157.57bhp,5,20 kmpl,Sedan,Hyderabad,57,
7760,2020 Mahindra Marazzo M2 BSVI,₹ 9.50 Lakh,2020,1497 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,120.96bhp,7,17.3 kmpl,MUV,Hyderabad,96,
7761,2022 MG Astor Smart BSVI,₹ 14.84 Lakh,Mar 2022,1498 cc,Comprehensive,Manual,"1,800 Kms",First Owner,Petrol,108.49bhp,5,15.43 kmpl,SUV,Hyderabad,49,
7762,2014 Honda City i VTEC V,₹ 5.29 Lakh,Mar 2014,1497 cc,Comprehensive,Manual,"1,24,781 Kms",First Owner,Petrol,117.3bhp,5,17.4 kmpl,Sedan,Hyderabad,30,
7763,2018 Maruti Ignis 1.2 Delta BSIV,₹ 5.28 Lakh,Jul 2018,1197 cc,Comprehensive,Manual,"20,034 Kms",First Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Hyderabad,80,
7764,2019 Honda Amaze S Petrol BSIV,₹ 6.22 Lakh,Jul 2019,1199 cc,Third Party insurance,Manual,"37,566 Kms",Second Owner,Petrol,88.76bhp,5,19.5 kmpl,Sedan,Hyderabad,76,
7765,2022 Maruti Alto 800 VXI BSVI,₹ 4.22 Lakh,Jun 2022,796 cc,Third Party insurance,Manual,"16,141 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Hyderabad,33,
7766,2018 Honda Amaze S Petrol BSIV,₹ 6.27 Lakh,Jul 2018,1199 cc,Comprehensive,Manual,"81,854 Kms",First Owner,Petrol,88.76bhp,5,19.5 kmpl,Sedan,Hyderabad,76,
7767,2016 Maruti Baleno 1.2 Zeta,₹ 5.90 Lakh,Apr 2016,1197 cc,Comprehensive,Manual,"78,911 Kms",Second Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Hyderabad,10,
7768,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.24 Lakh,Oct 2017,1197 cc,Third Party,Manual,"22,025 Kms",Second Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Hyderabad,86,
7769,2016 Hyundai i20 Sportz 1.2,₹ 5.96 Lakh,Jan 2017,1197 cc,Comprehensive,Manual,"55,766 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Hyderabad,83,
7770,2020 Maruti Baleno Zeta,₹ 7.61 Lakh,Dec 2020,1197 cc,Third Party,Manual,"5,878 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Hyderabad,80,
7771,2021 Hyundai Venue SX Turbo,₹ 9.25 Lakh,Jun 2021,998 cc,Third Party,Manual,"44,700 Kms",First Owner,Petrol,118.35bhp,5,18.27 kmpl,SUV,Hyderabad,35,
7772,2018 Maruti Baleno 1.2 CVT Alpha,₹ 7.40 Lakh,2018,1197 cc,Third Party insurance,Automatic,"80,000 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Hyderabad,10,
7773,2019 Maruti Swift Dzire Tour 1.3 S Diesel,₹ 5.50 Lakh,2019,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,74.02bhp,5,19.95 kmpl,Sedan,Hyderabad,2,
7774,2018 Maruti Swift VDI Optional,₹ 7 Lakh,2018,1248 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Hyderabad,0,
7775,2019 Kia Seltos HTX Plus Diesel,₹ 15 Lakh,2019,1493 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,113.43bhp,5,20.8 kmpl,SUV,Hyderabad,43,
7776,2010 Tata Manza Aura Plus Quadrajet BS IV,₹ 2.45 Lakh,2010,1248 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,90 PS,5,19 kmpl,Sedan,Hyderabad,0,
7777,2020 Tata Tiago XZA Plus AMT BSVI,₹ 6.60 Lakh,2020,1199 cc,Third Party insurance,Automatic,"40,000 Kms",Second Owner,Petrol,84.82bhp,5,19 kmpl,Hatchback,Hyderabad,82,
7778,2021 Hyundai Venue SX Sport iMT,₹ 10.20 Lakh,2021,998 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,118.35bhp,5,18 kmpl,SUV,Hyderabad,35,
7779,2017 Hyundai Xcent 1.1 CRDi S,₹ 4.50 Lakh,2017,1120 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,71bhp,5,24.4 kmpl,Sedan,Hyderabad,0,
7780,2014 Maruti Swift VXI,₹ 4.28 Lakh,Dec 2014,1197 cc,Third Party insurance,Manual,"95,255 Kms",Second Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Hyderabad,50,
7781,2017 Maruti Swift Dzire AMT VDI,₹ 7.48 Lakh,Jan 2018,1248 cc,Third Party,Automatic,"49,260 Kms",First Owner,Diesel,74.02bhp,5,28.4 kmpl,Sedan,Hyderabad,2,
7782,2021 Maruti Ciaz Zeta BSVI,₹ 8.87 Lakh,Jul 2021,1462 cc,Third Party insurance,Manual,"9,849 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Hyderabad,25,
7783,2013 Maruti Alto K10 VXI,₹ 2.36 Lakh,May 2013,998 cc,Comprehensive,Manual,"92,370 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Hyderabad,71,
7784,2011 Hyundai i10 Magna,₹ 2.55 Lakh,Feb 2012,1197 cc,Comprehensive,Manual,"75,979 Kms",Second Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Hyderabad,90,
7785,2014 Hyundai Grand i10 Asta,₹ 4.36 Lakh,Dec 2014,1197 cc,Third Party insurance,Manual,"59,973 Kms",First Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Hyderabad,0,
7786,2016 Maruti Swift Dzire VXI,₹ 5.31 Lakh,Oct 2016,1197 cc,Comprehensive,Manual,"94,426 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Hyderabad,50,
7787,2020 Maruti Swift Dzire VXI 1.2,₹ 7 Lakh,Mar 2020,1197 cc,Comprehensive,Manual,"63,899 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Hyderabad,80,
7788,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.27 Lakh,Dec 2017,1197 cc,Comprehensive,Manual,"82,163 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Hyderabad,86,
7789,2021 Renault KWID 1.0 RXL BSVI,₹ 4.26 Lakh,Feb 2022,999 cc,Third Party,Manual,"29,828 Kms",First Owner,Petrol,67.06bhp,5,21.46 kmpl,Hatchback,Hyderabad,6,
7790,2017 Hyundai i20 Sportz 1.2,₹ 6.32 Lakh,Nov 2017,1197 cc,Third Party insurance,Manual,"66,561 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Hyderabad,83,
7791,2015 Hyundai Xcent 1.1 CRDi S,₹ 3.65 Lakh,2015,1120 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,71bhp,5,24.4 kmpl,Sedan,Hyderabad,0,
7792,2019 Nissan Terrano XL D Option,₹ 9 Lakh,2019,1461 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,83.14bhp,5,19.87 kmpl,SUV,Hyderabad,14,
7793,2020 Maruti Swift ZXI,₹ 6.50 Lakh,2020,1197 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Hatchback,Hyderabad,80,
7794,2021 Hyundai Venue S BSIV,₹ 7.65 Lakh,2021,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,81.86bhp,5,17.52 kmpl,SUV,Hyderabad,86,
7795,2019 Maruti Swift Dzire Tour 1.3 S Diesel,₹ 6.50 Lakh,2019,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,74.02bhp,5,19.95 kmpl,Sedan,Hyderabad,2,
7796,2011 Tata Manza Aura (ABS) Quadrajet BS IV,₹ 3 Lakh,2011,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,88.8bhp,5,21.12 kmpl,Sedan,Hyderabad,80,
7797,2012 Hyundai Verna 1.6 EX VTVT,₹ 4.25 Lakh,2012,1591 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,121.3bhp,5,17.01 kmpl,Sedan,Hyderabad,30,
7798,2010 Fiat Linea Dynamic Pack,₹ 2.50 Lakh,2010,1368 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Petrol,89bhp,5,16 kmpl,Sedan,Hyderabad,0,
7799,2011 Hyundai i10 Magna,₹ 2.77 Lakh,Nov 2011,1197 cc,Third Party insurance,Manual,"96,502 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Hyderabad,90,
7800,2013 Maruti Alto 800 LXI,₹ 2.06 Lakh,May 2013,796 cc,Third Party,Manual,"64,268 Kms",Second Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Hyderabad,33,
7801,2021 Maruti Ciaz Alpha BSVI,₹ 8.95 Lakh,Apr 2022,1462 cc,Third Party insurance,Manual,"31,638 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Hyderabad,25,
7802,2015 Maruti Ertiga VDI,₹ 7.12 Lakh,Aug 2015,1248 cc,Third Party,Manual,"67,668 Kms",First Owner,Diesel,88.76bhp,7,20.77 kmpl,MUV,Hyderabad,76,
7803,2017 Maruti Swift Dzire AMT ZDI,₹ 7.72 Lakh,Jan 2018,1248 cc,Third Party insurance,Automatic,"64,700 Kms",First Owner,Diesel,74.02bhp,5,28.4 kmpl,Sedan,Hyderabad,2,
7804,2014 Maruti Ritz ZXi,₹ 3.72 Lakh,Sept 2014,1197 cc,Comprehensive,Manual,"75,773 Kms",Second Owner,Petrol,85.80bhp,5,18.5 kmpl,Hatchback,Hyderabad,80,
7805,2020 Maruti Swift VXI,₹ 6.12 Lakh,May 2020,1197 cc,Third Party insurance,Manual,"69,199 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Hyderabad,50,
7806,2013 Hyundai i10 Magna,₹ 3.31 Lakh,Apr 2013,1197 cc,Comprehensive,Manual,"82,113 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Hyderabad,90,
7807,2015 Maruti Swift Dzire ZXI,₹ 6.01 Lakh,Jan 2016,1197 cc,Comprehensive,Manual,"52,315 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Hyderabad,50,
7808,2011 Maruti Swift Dzire VXI,₹ 3.04 Lakh,May 2011,1197 cc,Third Party insurance,Manual,"45,783 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Hyderabad,50,
7809,2017 Maruti Ciaz 1.4 AT Delta,₹ 6.50 Lakh,2017,1373 cc,Third Party insurance,Automatic,"60,000 Kms",First Owner,Petrol,91.1bhp,5,19.12 kmpl,Sedan,Hyderabad,10,
7810,2014 Mahindra Bolero DI - AC BS III,₹ 2.50 Lakh,2014,2523 cc,Third Party insurance,Manual,"80,000 Kms",Fourth Owner,Diesel,63bhp,9,15.96 kmpl,SUV,Hyderabad,0,
